GSK_REG_NO,MOLREGNO,CHEMBL_ID,INCHI,SMILES,PARENT_CHEMBL_ID,PARENT_INCHI,PARENT_SMILES,TARGETS,TARGET_CHEMBL_IDS,REF_CHEMBL_ID,REFERENCE,PUBMED_ID
GW837331X,516912,CHEMBL520037,"InChI=1S/C22H20F3N5O3/c1-12-16-11-26-21(28-15-9-17(31-2)19(33-4)18(10-15)32-3)29-30(16)20(27-12)13-6-5-7-14(8-13)22(23,24)25/h5-11H,1-4H3,(H,28,29)",COc1cc(Nc2ncc3c(C)nc(c4cccc(c4)C(F)(F)F)n3n2)cc(OC)c1OC,CHEMBL520037,"InChI=1S/C22H20F3N5O3/c1-12-16-11-26-21(28-15-9-17(31-2)19(33-4)18(10-15)32-3)29-30(16)20(27-12)13-6-5-7-14(8-13)22(23,24)25/h5-11H,1-4H3,(H,28,29)",COc1cc(Nc2ncc3c(C)nc(c4cccc(c4)C(F)(F)F)n3n2)cc(OC)c1OC,PLK1,CHEMBL3024,CHEMBL1152258,"Bioorg. Med. Chem. Lett., 18, p. 6214 (2008)",18929484
GW843682X,475734,CHEMBL514499,"InChI=1S/C22H18F3N3O4S/c1-30-16-7-14-15(8-17(16)31-2)28(11-27-14)19-9-18(20(33-19)21(26)29)32-10-12-5-3-4-6-13(12)22(23,24)25/h3-9,11H,10H2,1-2H3,(H2,26,29)",COc1cc2ncn(c3cc(OCc4ccccc4C(F)(F)F)c(s3)C(=O)N)c2cc1OC,CHEMBL514499,"InChI=1S/C22H18F3N3O4S/c1-30-16-7-14-15(8-17(16)31-2)28(11-27-14)19-9-18(20(33-19)21(26)29)32-10-12-5-3-4-6-13(12)22(23,24)25/h3-9,11H,10H2,1-2H3,(H2,26,29)",COc1cc2ncn(c3cc(OCc4ccccc4C(F)(F)F)c(s3)C(=O)N)c2cc1OC,PLK1,CHEMBL3024,CHEMBL1153318,"Bioorg. Med. Chem. Lett., 19, p. 1694 (2009)",19237286
GW846105X,396442,CHEMBL232601,"InChI=1S/C23H19N3O2S/c24-13-19-18-9-4-12-26(22(28)15-10-11-15)23(18)29-21(19)25-20(27)17-8-3-6-14-5-1-2-7-16(14)17/h1-3,5-8,15H,4,9-12H2,(H,25,27)",O=C(Nc1sc2N(CCCc2c1C#N)C(=O)C3CC3)c4cccc5ccccc45,CHEMBL232601,"InChI=1S/C23H19N3O2S/c24-13-19-18-9-4-12-26(22(28)15-10-11-15)23(18)29-21(19)25-20(27)17-8-3-6-14-5-1-2-7-16(14)17/h1-3,5-8,15H,4,9-12H2,(H,25,27)",O=C(Nc1sc2N(CCCc2c1C#N)C(=O)C3CC3)c4cccc5ccccc45,JNK2/JNK3,CHEMBL4179/CHEMBL2637,CHEMBL1148840,"Bioorg. Med. Chem. Lett., 17, p. 1296 (2007)",17194588
GW852849X,475801,CHEMBL514162,"InChI=1S/C21H18ClN3O4S/c1-27-16-7-14-15(8-17(16)28-2)25(11-24-14)19-9-18(20(30-19)21(23)26)29-10-12-5-3-4-6-13(12)22/h3-9,11H,10H2,1-2H3,(H2,23,26)",COc1cc2ncn(c3cc(OCc4ccccc4Cl)c(s3)C(=O)N)c2cc1OC,CHEMBL514162,"InChI=1S/C21H18ClN3O4S/c1-27-16-7-14-15(8-17(16)28-2)25(11-24-14)19-9-18(20(30-19)21(23)26)29-10-12-5-3-4-6-13(12)22/h3-9,11H,10H2,1-2H3,(H2,23,26)",COc1cc2ncn(c3cc(OCc4ccccc4Cl)c(s3)C(=O)N)c2cc1OC,PLK1,CHEMBL3024,CHEMBL1153318,"Bioorg. Med. Chem. Lett., 19, p. 1694 (2009)",19237286
GW853606X,475658,CHEMBL481510,"InChI=1S/C20H13BrF3N3O2S/c21-13-4-2-1-3-11(13)9-29-16-8-17(30-18(16)19(25)28)27-10-26-14-6-5-12(7-15(14)27)20(22,23)24/h1-8,10H,9H2,(H2,25,28)",NC(=O)c1sc(cc1OCc2ccccc2Br)n3cnc4ccc(cc34)C(F)(F)F,CHEMBL481510,"InChI=1S/C20H13BrF3N3O2S/c21-13-4-2-1-3-11(13)9-29-16-8-17(30-18(16)19(25)28)27-10-26-14-6-5-12(7-15(14)27)20(22,23)24/h1-8,10H,9H2,(H2,25,28)",NC(=O)c1sc(cc1OCc2ccccc2Br)n3cnc4ccc(cc34)C(F)(F)F,PLK1,CHEMBL3024,CHEMBL1143265,"Bioorg. Med. Chem. Lett., 19, p. 1018 (2009)",19097784
GW853609X,475657,CHEMBL480371,"InChI=1S/C20H13BrF3N3O2S/c21-13-4-2-1-3-11(13)9-29-16-8-17(30-18(16)19(25)28)27-10-26-14-7-12(20(22,23)24)5-6-15(14)27/h1-8,10H,9H2,(H2,25,28)",NC(=O)c1sc(cc1OCc2ccccc2Br)n3cnc4cc(ccc34)C(F)(F)F,CHEMBL480371,"InChI=1S/C20H13BrF3N3O2S/c21-13-4-2-1-3-11(13)9-29-16-8-17(30-18(16)19(25)28)27-10-26-14-7-12(20(22,23)24)5-6-15(14)27/h1-8,10H,9H2,(H2,25,28)",NC(=O)c1sc(cc1OCc2ccccc2Br)n3cnc4cc(ccc34)C(F)(F)F,PLK1,CHEMBL3024,CHEMBL1143265,"Bioorg. Med. Chem. Lett., 19, p. 1018 (2009)",19097784
GW856804X,408723,CHEMBL241517,"InChI=1S/C19H13ClFN3O2S2/c20-15-7-11(4-5-16(15)21)14-9-27-18-13(8-24-19(22)17(14)18)10-2-1-3-12(6-10)28(23,25)26/h1-9H,(H2,22,24)(H2,23,25,26)",Nc1ncc(c2cccc(c2)S(=O)(=O)N)c3scc(c4ccc(F)c(Cl)c4)c13,CHEMBL241517,"InChI=1S/C19H13ClFN3O2S2/c20-15-7-11(4-5-16(15)21)14-9-27-18-13(8-24-19(22)17(14)18)10-2-1-3-12(6-10)28(23,25)26/h1-9H,(H2,22,24)(H2,23,25,26)",Nc1ncc(c2cccc(c2)S(=O)(=O)N)c3scc(c4ccc(F)c(Cl)c4)c13,TIE2/VEGFR2,CHEMBL4128/CHEMBL279,CHEMBL1138370,"Bioorg. Med. Chem. Lett., 17, p. 250 (2007)",17027260
GW861893X,516915,CHEMBL519881,"InChI=1S/C27H25N5O4/c1-17-22-16-28-27(30-19-14-23(33-2)25(35-4)24(15-19)34-3)31-32(22)26(29-17)18-9-8-12-21(13-18)36-20-10-6-5-7-11-20/h5-16H,1-4H3,(H,30,31)",COc1cc(Nc2ncc3c(C)nc(c4cccc(Oc5ccccc5)c4)n3n2)cc(OC)c1OC,CHEMBL519881,"InChI=1S/C27H25N5O4/c1-17-22-16-28-27(30-19-14-23(33-2)25(35-4)24(15-19)34-3)31-32(22)26(29-17)18-9-8-12-21(13-18)36-20-10-6-5-7-11-20/h5-16H,1-4H3,(H,30,31)",COc1cc(Nc2ncc3c(C)nc(c4cccc(Oc5ccccc5)c4)n3n2)cc(OC)c1OC,PLK1,CHEMBL3024,CHEMBL1152258,"Bioorg. Med. Chem. Lett., 18, p. 6214 (2008)",18929484
GW869810X,457076,CHEMBL507329,"InChI=1S/C30H27ClFN5O4S/c31-25-14-22(5-7-27(25)40-17-19-2-1-3-20(32)12-19)36-29-28-26(34-18-35-29)15-24(42-28)6-4-21-13-23(16-33-21)41-30(38)37-8-10-39-11-9-37/h1-3,5,7,12,14-15,18,21,23,33H,8-11,13,16-17H2,(H,34,35,36)/t21-,23-/m1/s1",Fc1cccc(COc2ccc(Nc3ncnc4cc(C#C[C@@H]5C[C@H](CN5)OC(=O)N6CCOCC6)sc34)cc2Cl)c1,CHEMBL507329,"InChI=1S/C30H27ClFN5O4S/c31-25-14-22(5-7-27(25)40-17-19-2-1-3-20(32)12-19)36-29-28-26(34-18-35-29)15-24(42-28)6-4-21-13-23(16-33-21)41-30(38)37-8-10-39-11-9-37/h1-3,5,7,12,14-15,18,21,23,33H,8-11,13,16-17H2,(H,34,35,36)/t21-,23-/m1/s1",Fc1cccc(COc2ccc(Nc3ncnc4cc(C#C[C@@H]5C[C@H](CN5)OC(=O)N6CCOCC6)sc34)cc2Cl)c1,EGFR/ErbB2,CHEMBL203/CHEMBL1824,CHEMBL1153281,"Bioorg. Med. Chem. Lett., 19, p. 1332 (2009)",19208477
GW874091X,516590,CHEMBL486124,"InChI=1S/C19H24N6O/c1-15-17-14-21-19(20-8-5-9-24-10-12-26-13-11-24)23-25(17)18(22-15)16-6-3-2-4-7-16/h2-4,6-7,14H,5,8-13H2,1H3,(H,20,23)",Cc1nc(c2ccccc2)n3nc(NCCCN4CCOCC4)ncc13,CHEMBL486124,"InChI=1S/C19H24N6O/c1-15-17-14-21-19(20-8-5-9-24-10-12-26-13-11-24)23-25(17)18(22-15)16-6-3-2-4-7-16/h2-4,6-7,14H,5,8-13H2,1H3,(H,20,23)",Cc1nc(c2ccccc2)n3nc(NCCCN4CCOCC4)ncc13,PLK1,CHEMBL3024,CHEMBL1152258,"Bioorg. Med. Chem. Lett., 18, p. 6214 (2008)",18929484
GW876790X,468909,CHEMBL506153,"InChI=1S/C14H18N8O2/c1-3-22-11-8(14(23)18-5-4-16-2)6-17-7-9(11)19-13(22)10-12(15)21-24-20-10/h6-7,16H,3-5H2,1-2H3,(H2,15,21)(H,18,23)",CCn1c(nc2cncc(C(=O)NCCNC)c12)c3nonc3N,CHEMBL506153,"InChI=1S/C14H18N8O2/c1-3-22-11-8(14(23)18-5-4-16-2)6-17-7-9(11)19-13(22)10-12(15)21-24-20-10/h6-7,16H,3-5H2,1-2H3,(H2,15,21)(H,18,23)",CCn1c(nc2cncc(C(=O)NCCNC)c12)c3nonc3N,AKT1,CHEMBL4282,CHEMBL1140130,"J. Med. Chem., 51, p. 5663 (2008)",18800763
SB-210313,13554,CHEMBL14112,"InChI=1S/C21H23FN4O/c22-19-4-2-17(3-5-19)20-21(18-6-8-23-9-7-18)26(16-24-20)11-1-10-25-12-14-27-15-13-25/h2-9,16H,1,10-15H2",Fc1ccc(cc1)c2ncn(CCCN3CCOCC3)c2c4ccncc4,CHEMBL14112,"InChI=1S/C21H23FN4O/c22-19-4-2-17(3-5-19)20-21(18-6-8-23-9-7-18)26(16-24-20)11-1-10-25-12-14-27-15-13-25/h2-9,16H,1,10-15H2",Fc1ccc(cc1)c2ncn(CCCN3CCOCC3)c2c4ccncc4,p38a,CHEMBL260,CHEMBL1130658,"Bioorg. Med. Chem. Lett., 8, p. 3111 (1998)",9873686
SB-216385,13507,CHEMBL274863,"InChI=1S/C20H23FN6O/c21-16-4-2-15(3-5-16)18-19(17-6-7-23-20(22)25-17)27(14-24-18)9-1-8-26-10-12-28-13-11-26/h2-7,14H,1,8-13H2,(H2,22,23,25)",Nc1nccc(n1)c2c(ncn2CCCN3CCOCC3)c4ccc(F)cc4,CHEMBL274863,"InChI=1S/C20H23FN6O/c21-16-4-2-15(3-5-16)18-19(17-6-7-23-20(22)25-17)27(14-24-18)9-1-8-26-10-12-28-13-11-26/h2-7,14H,1,8-13H2,(H2,22,23,25)",Nc1nccc(n1)c2c(ncn2CCCN3CCOCC3)c4ccc(F)cc4,p38a,CHEMBL260,CHEMBL1130658,"Bioorg. Med. Chem. Lett., 8, p. 3111 (1998)",9873686
SB-220025-A,1249178,CHEMBL1909407,"InChI=1S/C18H19FN6.ClH/c19-13-3-1-12(2-4-13)16-17(15-7-10-22-18(20)24-15)25(11-23-16)14-5-8-21-9-6-14;/h1-4,7,10-11,14,21H,5-6,8-9H2,(H2,20,22,24);1H",Cl.Nc1nccc(n1)c2c(ncn2C3CCNCC3)c4ccc(F)cc4,CHEMBL274064,"InChI=1S/C18H19FN6/c19-13-3-1-12(2-4-13)16-17(15-7-10-22-18(20)24-15)25(11-23-16)14-5-8-21-9-6-14/h1-4,7,10-11,14,21H,5-6,8-9H2,(H2,20,22,24)",Nc1nccc(n1)c2c(ncn2C3CCNCC3)c4ccc(F)cc4,p38a,CHEMBL260,CHEMBL1134743,"Bioorg. Med. Chem. Lett., 11, p. 2867 (2001)",11597418
SB-220455,158186,CHEMBL95207,"InChI=1S/C19H21FN6/c1-25-10-7-15(8-11-25)26-12-23-17(13-2-4-14(20)5-3-13)18(26)16-6-9-22-19(21)24-16/h2-6,9,12,15H,7-8,10-11H2,1H3,(H2,21,22,24)",CN1CCC(CC1)n2cnc(c3ccc(F)cc3)c2c4ccnc(N)n4,CHEMBL95207,"InChI=1S/C19H21FN6/c1-25-10-7-15(8-11-25)26-12-23-17(13-2-4-14(20)5-3-13)18(26)16-6-9-22-19(21)24-16/h2-6,9,12,15H,7-8,10-11H2,1H3,(H2,21,22,24)",CN1CCC(CC1)n2cnc(c3ccc(F)cc3)c2c4ccnc(N)n4,p38a,CHEMBL260,CHEMBL1134743,"Bioorg. Med. Chem. Lett., 11, p. 2867 (2001)",11597418
SB-221466,158843,CHEMBL95502,"InChI=1S/C22H27FN6/c1-21(2)11-16(12-22(3,4)28-21)29-13-26-18(14-5-7-15(23)8-6-14)19(29)17-9-10-25-20(24)27-17/h5-10,13,16,28H,11-12H2,1-4H3,(H2,24,25,27)",CC1(C)CC(CC(C)(C)N1)n2cnc(c3ccc(F)cc3)c2c4ccnc(N)n4,CHEMBL95502,"InChI=1S/C22H27FN6/c1-21(2)11-16(12-22(3,4)28-21)29-13-26-18(14-5-7-15(23)8-6-14)19(29)17-9-10-25-20(24)27-17/h5-10,13,16,28H,11-12H2,1-4H3,(H2,24,25,27)",CC1(C)CC(CC(C)(C)N1)n2cnc(c3ccc(F)cc3)c2c4ccnc(N)n4,p38a,CHEMBL260,CHEMBL1134743,"Bioorg. Med. Chem. Lett., 11, p. 2867 (2001)",11597418
SB-223133,1229157,CHEMBL1888586,"InChI=1S/C19H20FN5O/c20-13-3-1-12(2-4-13)17-18(16-9-10-22-19(21)24-16)25(11-23-17)14-5-7-15(26)8-6-14/h1-4,9-11,14-15,26H,5-8H2,(H2,21,22,24)",Nc1nccc(n1)c2c(ncn2C3CCC(O)CC3)c4ccc(F)cc4,CHEMBL1888586,"InChI=1S/C19H20FN5O/c20-13-3-1-12(2-4-13)17-18(16-9-10-22-19(21)24-16)25(11-23-17)14-5-7-15(26)8-6-14/h1-4,9-11,14-15,26H,5-8H2,(H2,21,22,24)",Nc1nccc(n1)c2c(ncn2C3CCC(O)CC3)c4ccc(F)cc4,p38a,CHEMBL260,CHEMBL1134743,"Bioorg. Med. Chem. Lett., 11, p. 2867 (2001)",11597418
SB-226879,158507,CHEMBL330422,"InChI=1S/C21H25FN6O/c1-27-11-7-17(8-12-27)28-14-25-19(15-2-4-16(22)5-3-15)20(28)18-6-9-23-21(26-18)24-10-13-29/h2-6,9,14,17,29H,7-8,10-13H2,1H3,(H,23,24,26)",CN1CCC(CC1)n2cnc(c3ccc(F)cc3)c2c4ccnc(NCCO)n4,CHEMBL330422,"InChI=1S/C21H25FN6O/c1-27-11-7-17(8-12-27)28-14-25-19(15-2-4-16(22)5-3-15)20(28)18-6-9-23-21(26-18)24-10-13-29/h2-6,9,14,17,29H,7-8,10-13H2,1H3,(H,23,24,26)",CN1CCC(CC1)n2cnc(c3ccc(F)cc3)c2c4ccnc(NCCO)n4,p38a,CHEMBL260,CHEMBL1134743,"Bioorg. Med. Chem. Lett., 11, p. 2867 (2001)",11597418
SB-236687,157998,CHEMBL318892,"InChI=1S/C25H25FN6/c1-31-15-12-21(13-16-31)32-17-28-23(18-7-9-19(26)10-8-18)24(32)22-11-14-27-25(30-22)29-20-5-3-2-4-6-20/h2-11,14,17,21H,12-13,15-16H2,1H3,(H,27,29,30)",CN1CCC(CC1)n2cnc(c3ccc(F)cc3)c2c4ccnc(Nc5ccccc5)n4,CHEMBL318892,"InChI=1S/C25H25FN6/c1-31-15-12-21(13-16-31)32-17-28-23(18-7-9-19(26)10-8-18)24(32)22-11-14-27-25(30-22)29-20-5-3-2-4-6-20/h2-11,14,17,21H,12-13,15-16H2,1H3,(H,27,29,30)",CN1CCC(CC1)n2cnc(c3ccc(F)cc3)c2c4ccnc(Nc5ccccc5)n4,p38a,CHEMBL260,CHEMBL1134743,"Bioorg. Med. Chem. Lett., 11, p. 2867 (2001)",11597418
SB-239272,13513,CHEMBL275798,"InChI=1S/C24H22FN5O/c25-18-8-6-17(7-9-18)22-23(30(16-28-22)19-10-13-26-14-11-19)21-12-15-27-24(29-21)31-20-4-2-1-3-5-20/h1-9,12,15-16,19,26H,10-11,13-14H2",Fc1ccc(cc1)c2ncn(C3CCNCC3)c2c4ccnc(Oc5ccccc5)n4,CHEMBL275798,"InChI=1S/C24H22FN5O/c25-18-8-6-17(7-9-18)22-23(30(16-28-22)19-10-13-26-14-11-19)21-12-15-27-24(29-21)31-20-4-2-1-3-5-20/h1-9,12,15-16,19,26H,10-11,13-14H2",Fc1ccc(cc1)c2ncn(C3CCNCC3)c2c4ccnc(Oc5ccccc5)n4,p38a,CHEMBL260,CHEMBL1134753,"Bioorg. Med. Chem. Lett., 11, p. 1123 (2001)",11354358
SB-242717,13574,CHEMBL269450,"InChI=1S/C24H21F2N5O/c25-17-3-1-16(2-4-17)22-23(31(15-29-22)19-9-12-27-13-10-19)21-11-14-28-24(30-21)32-20-7-5-18(26)6-8-20/h1-8,11,14-15,19,27H,9-10,12-13H2",Fc1ccc(Oc2nccc(n2)c3c(ncn3C4CCNCC4)c5ccc(F)cc5)cc1,CHEMBL269450,"InChI=1S/C24H21F2N5O/c25-17-3-1-16(2-4-17)22-23(31(15-29-22)19-9-12-27-13-10-19)21-11-14-28-24(30-21)32-20-7-5-18(26)6-8-20/h1-8,11,14-15,19,27H,9-10,12-13H2",Fc1ccc(Oc2nccc(n2)c3c(ncn3C4CCNCC4)c5ccc(F)cc5)cc1,p38a,CHEMBL260,CHEMBL1134753,"Bioorg. Med. Chem. Lett., 11, p. 1123 (2001)",11354358
SB-242718,13687,CHEMBL275724,"InChI=1S/C25H23FN6O2/c26-18-5-1-16(2-6-18)22-23(32(15-30-22)19-9-12-28-13-10-19)21-11-14-29-25(31-21)34-20-7-3-17(4-8-20)24(27)33/h1-8,11,14-15,19,28H,9-10,12-13H2,(H2,27,33)",NC(=O)c1ccc(Oc2nccc(n2)c3c(ncn3C4CCNCC4)c5ccc(F)cc5)cc1,CHEMBL275724,"InChI=1S/C25H23FN6O2/c26-18-5-1-16(2-6-18)22-23(32(15-30-22)19-9-12-28-13-10-19)21-11-14-29-25(31-21)34-20-7-3-17(4-8-20)24(27)33/h1-8,11,14-15,19,28H,9-10,12-13H2,(H2,27,33)",NC(=O)c1ccc(Oc2nccc(n2)c3c(ncn3C4CCNCC4)c5ccc(F)cc5)cc1,p38a,CHEMBL260,CHEMBL1134753,"Bioorg. Med. Chem. Lett., 11, p. 1123 (2001)",11354358
SB-242719,13791,CHEMBL428877,"InChI=1S/C26H26FN5O/c1-2-18-3-9-22(10-4-18)33-26-29-16-13-23(31-26)25-24(19-5-7-20(27)8-6-19)30-17-32(25)21-11-14-28-15-12-21/h3-10,13,16-17,21,28H,2,11-12,14-15H2,1H3",CCc1ccc(Oc2nccc(n2)c3c(ncn3C4CCNCC4)c5ccc(F)cc5)cc1,CHEMBL428877,"InChI=1S/C26H26FN5O/c1-2-18-3-9-22(10-4-18)33-26-29-16-13-23(31-26)25-24(19-5-7-20(27)8-6-19)30-17-32(25)21-11-14-28-15-12-21/h3-10,13,16-17,21,28H,2,11-12,14-15H2,1H3",CCc1ccc(Oc2nccc(n2)c3c(ncn3C4CCNCC4)c5ccc(F)cc5)cc1,p38a,CHEMBL260,CHEMBL1134753,"Bioorg. Med. Chem. Lett., 11, p. 1123 (2001)",11354358
SB-242721,13512,CHEMBL13972,"InChI=1S/C25H21FN6O/c26-19-5-3-18(4-6-19)23-24(32(16-30-23)20-9-12-28-13-10-20)22-11-14-29-25(31-22)33-21-7-1-17(15-27)2-8-21/h1-8,11,14,16,20,28H,9-10,12-13H2",Fc1ccc(cc1)c2ncn(C3CCNCC3)c2c4ccnc(Oc5ccc(cc5)C#N)n4,CHEMBL13972,"InChI=1S/C25H21FN6O/c26-19-5-3-18(4-6-19)23-24(32(16-30-23)20-9-12-28-13-10-20)22-11-14-29-25(31-22)33-21-7-1-17(15-27)2-8-21/h1-8,11,14,16,20,28H,9-10,12-13H2",Fc1ccc(cc1)c2ncn(C3CCNCC3)c2c4ccnc(Oc5ccc(cc5)C#N)n4,p38a,CHEMBL260,CHEMBL1134753,"Bioorg. Med. Chem. Lett., 11, p. 1123 (2001)",11354358
SB-245392,13527,CHEMBL13868,"InChI=1S/C30H26FN5O2/c31-22-8-6-21(7-9-22)28-29(36(20-34-28)23-14-17-32-18-15-23)27-16-19-33-30(35-27)38-26-12-10-25(11-13-26)37-24-4-2-1-3-5-24/h1-13,16,19-20,23,32H,14-15,17-18H2",Fc1ccc(cc1)c2ncn(C3CCNCC3)c2c4ccnc(Oc5ccc(Oc6ccccc6)cc5)n4,CHEMBL13868,"InChI=1S/C30H26FN5O2/c31-22-8-6-21(7-9-22)28-29(36(20-34-28)23-14-17-32-18-15-23)27-16-19-33-30(35-27)38-26-12-10-25(11-13-26)37-24-4-2-1-3-5-24/h1-13,16,19-20,23,32H,14-15,17-18H2",Fc1ccc(cc1)c2ncn(C3CCNCC3)c2c4ccnc(Oc5ccc(Oc6ccccc6)cc5)n4,p38a,CHEMBL260,CHEMBL1134753,"Bioorg. Med. Chem. Lett., 11, p. 1123 (2001)",11354358
SB-250715,13786,CHEMBL273611,"InChI=1S/C25H22FN5O3/c26-17-3-1-16(2-4-17)23-24(31(14-29-23)18-7-10-27-11-8-18)20-9-12-28-25(30-20)34-19-5-6-21-22(13-19)33-15-32-21/h1-6,9,12-14,18,27H,7-8,10-11,15H2",Fc1ccc(cc1)c2ncn(C3CCNCC3)c2c4ccnc(Oc5ccc6OCOc6c5)n4,CHEMBL273611,"InChI=1S/C25H22FN5O3/c26-17-3-1-16(2-4-17)23-24(31(14-29-23)18-7-10-27-11-8-18)20-9-12-28-25(30-20)34-19-5-6-21-22(13-19)33-15-32-21/h1-6,9,12-14,18,27H,7-8,10-11,15H2",Fc1ccc(cc1)c2ncn(C3CCNCC3)c2c4ccnc(Oc5ccc6OCOc6c5)n4,p38a,CHEMBL260,CHEMBL1134753,"Bioorg. Med. Chem. Lett., 11, p. 1123 (2001)",11354358
SB-251505,13778,CHEMBL14014,"InChI=1S/C24H21F2N5O/c25-17-6-4-16(5-7-17)22-23(31(15-29-22)19-8-11-27-12-9-19)21-10-13-28-24(30-21)32-20-3-1-2-18(26)14-20/h1-7,10,13-15,19,27H,8-9,11-12H2",Fc1ccc(cc1)c2ncn(C3CCNCC3)c2c4ccnc(Oc5cccc(F)c5)n4,CHEMBL14014,"InChI=1S/C24H21F2N5O/c25-17-6-4-16(5-7-17)22-23(31(15-29-22)19-8-11-27-12-9-19)21-10-13-28-24(30-21)32-20-3-1-2-18(26)14-20/h1-7,10,13-15,19,27H,8-9,11-12H2",Fc1ccc(cc1)c2ncn(C3CCNCC3)c2c4ccnc(Oc5cccc(F)c5)n4,p38a,CHEMBL260,CHEMBL1134753,"Bioorg. Med. Chem. Lett., 11, p. 1123 (2001)",11354358
SB-251527,13736,CHEMBL417804,"InChI=1S/C25H24FN5O2/c1-32-21-4-2-3-5-22(21)33-25-28-15-12-20(30-25)24-23(17-6-8-18(26)9-7-17)29-16-31(24)19-10-13-27-14-11-19/h2-9,12,15-16,19,27H,10-11,13-14H2,1H3",COc1ccccc1Oc2nccc(n2)c3c(ncn3C4CCNCC4)c5ccc(F)cc5,CHEMBL417804,"InChI=1S/C25H24FN5O2/c1-32-21-4-2-3-5-22(21)33-25-28-15-12-20(30-25)24-23(17-6-8-18(26)9-7-17)29-16-31(24)19-10-13-27-14-11-19/h2-9,12,15-16,19,27H,10-11,13-14H2,1H3",COc1ccccc1Oc2nccc(n2)c3c(ncn3C4CCNCC4)c5ccc(F)cc5,p38a,CHEMBL260,CHEMBL1134753,"Bioorg. Med. Chem. Lett., 11, p. 1123 (2001)",11354358
SB-253226,13659,CHEMBL275666,"InChI=1S/C25H21F4N5O/c26-18-6-4-16(5-7-18)22-23(34(15-32-22)19-8-11-30-12-9-19)21-10-13-31-24(33-21)35-20-3-1-2-17(14-20)25(27,28)29/h1-7,10,13-15,19,30H,8-9,11-12H2",Fc1ccc(cc1)c2ncn(C3CCNCC3)c2c4ccnc(Oc5cccc(c5)C(F)(F)F)n4,CHEMBL275666,"InChI=1S/C25H21F4N5O/c26-18-6-4-16(5-7-18)22-23(34(15-32-22)19-8-11-30-12-9-19)21-10-13-31-24(33-21)35-20-3-1-2-17(14-20)25(27,28)29/h1-7,10,13-15,19,30H,8-9,11-12H2",Fc1ccc(cc1)c2ncn(C3CCNCC3)c2c4ccnc(Oc5cccc(c5)C(F)(F)F)n4,p38a,CHEMBL260,CHEMBL1134753,"Bioorg. Med. Chem. Lett., 11, p. 1123 (2001)",11354358
SB-253228,1151686,CHEMBL1785004,"InChI=1S/C24H20F3N5O/c25-16-3-1-15(2-4-16)22-23(32(14-30-22)17-7-10-28-11-8-17)21-9-12-29-24(31-21)33-18-5-6-19(26)20(27)13-18/h1-6,9,12-14,17,28H,7-8,10-11H2",Fc1ccc(cc1)c2ncn(C3CCNCC3)c2c4ccnc(Oc5ccc(F)c(F)c5)n4,CHEMBL1785004,"InChI=1S/C24H20F3N5O/c25-16-3-1-15(2-4-16)22-23(32(14-30-22)17-7-10-28-11-8-17)21-9-12-29-24(31-21)33-18-5-6-19(26)20(27)13-18/h1-6,9,12-14,17,28H,7-8,10-11H2",Fc1ccc(cc1)c2ncn(C3CCNCC3)c2c4ccnc(Oc5ccc(F)c(F)c5)n4,p38a,CHEMBL260,CHEMBL1134753,"Bioorg. Med. Chem. Lett., 11, p. 1123 (2001)",11354358
SB-254169,13600,CHEMBL418348,"InChI=1S/C25H24FN5O3S/c1-35(32,33)21-8-6-20(7-9-21)34-25-28-15-12-22(30-25)24-23(17-2-4-18(26)5-3-17)29-16-31(24)19-10-13-27-14-11-19/h2-9,12,15-16,19,27H,10-11,13-14H2,1H3",CS(=O)(=O)c1ccc(Oc2nccc(n2)c3c(ncn3C4CCNCC4)c5ccc(F)cc5)cc1,CHEMBL418348,"InChI=1S/C25H24FN5O3S/c1-35(32,33)21-8-6-20(7-9-21)34-25-28-15-12-22(30-25)24-23(17-2-4-18(26)5-3-17)29-16-31(24)19-10-13-27-14-11-19/h2-9,12,15-16,19,27H,10-11,13-14H2,1H3",CS(=O)(=O)c1ccc(Oc2nccc(n2)c3c(ncn3C4CCNCC4)c5ccc(F)cc5)cc1,p38a,CHEMBL260,CHEMBL1134753,"Bioorg. Med. Chem. Lett., 11, p. 1123 (2001)",11354358
SB-264865,1151684,CHEMBL1785002,"InChI=1S/C26H25FN6O2/c27-19-7-5-17(6-8-19)24-25(33(16-31-24)20-9-12-29-13-10-20)21-11-14-30-26(32-21)35-22-4-2-1-3-18(22)15-23(28)34/h1-8,11,14,16,20,29H,9-10,12-13,15H2,(H2,28,34)",NC(=O)Cc1ccccc1Oc2nccc(n2)c3c(ncn3C4CCNCC4)c5ccc(F)cc5,CHEMBL1785002,"InChI=1S/C26H25FN6O2/c27-19-7-5-17(6-8-19)24-25(33(16-31-24)20-9-12-29-13-10-20)21-11-14-30-26(32-21)35-22-4-2-1-3-18(22)15-23(28)34/h1-8,11,14,16,20,29H,9-10,12-13,15H2,(H2,28,34)",NC(=O)Cc1ccccc1Oc2nccc(n2)c3c(ncn3C4CCNCC4)c5ccc(F)cc5,p38a,CHEMBL260,CHEMBL1134753,"Bioorg. Med. Chem. Lett., 11, p. 1123 (2001)",11354358
